date,open,high,low,close,volume,ticker
2016-11-02,111.4,112.35,111.23,111.59,28331709,AAPL
2016-11-01,113.46,113.77,110.53,111.49,43825812,AAPL
2016-10-31,113.65,114.23,113.2,113.54,26419398,AAPL
2016-10-28,113.87,115.21,113.45,113.72,37861662,AAPL
2016-10-27,115.39,115.86,114.1,114.48,34562045,AAPL
2016-10-26,114.31,115.7,113.31,115.59,66134219,AAPL
2016-10-25,117.95,118.36,117.31,118.25,48128970,AAPL
2016-10-24,117.1,117.74,117,117.65,23538673,AAPL
2016-10-21,116.81,116.91,116.28,116.6,23192665,AAPL
2016-10-20,116.86,117.38,116.33,117.06,24125801,AAPL
2016-10-19,117.25,117.76,113.8,117.12,20034594,AAPL
2016-10-18,118.18,118.21,117.45,117.47,24553478,AAPL
2016-10-17,117.33,117.84,116.78,117.55,23624896,AAPL
2016-10-14,117.88,118.17,117.13,117.63,35652191,AAPL
2016-10-13,116.79,117.44,115.72,116.98,35192406,AAPL
2016-10-12,117.35,117.98,116.75,117.34,37586787,AAPL
2016-10-11,117.7,118.69,116.2,116.3,64041043,AAPL
2016-10-10,115.02,116.75,114.72,116.05,36235956,AAPL
2016-10-07,114.31,114.56,113.51,114.06,24358443,AAPL
2016-10-06,113.7,114.34,113.13,113.89,28779313,AAPL
2016-10-05,113.4,113.66,112.69,113.05,21453089,AAPL
2016-10-04,113.06,114.31,112.63,113,29736835,AAPL
2016-10-03,112.71,113.05,112.28,112.52,21701760,AAPL
2016-09-30,112.46,113.37,111.8,113.05,36379106,AAPL
2016-09-29,113.16,113.8,111.8,112.18,35886990,AAPL
2016-09-28,113.69,114.64,113.43,113.95,29641085,AAPL
2016-09-27,113,113.18,112.34,113.09,24607412,AAPL
2016-09-26,111.64,113.39,111.55,112.88,29869442,AAPL
2016-09-23,114.42,114.79,111.55,112.71,52481151,AAPL
2016-09-22,114.35,114.94,114,114.62,31073984,AAPL
2016-09-21,113.85,113.99,112.44,113.55,36003185,AAPL
2016-09-20,113.05,114.12,112.51,113.57,34514269,AAPL
2016-09-19,115.19,116.18,113.25,113.58,47023046,AAPL
2016-09-16,115.12,116.13,114.04,114.92,79886911,AAPL
2016-09-15,113.86,115.73,113.49,115.57,90613177,AAPL
2016-09-14,108.73,113.03,108.6,111.77,112340318,AAPL
2016-09-13,107.51,108.79,107.24,107.95,62176190,AAPL
2016-09-12,102.65,105.72,102.53,105.44,45292770,AAPL
2016-09-09,104.64,105.72,103.13,103.13,46556984,AAPL
2016-09-08,107.25,107.27,105.24,105.52,53002026,AAPL
2016-09-07,107.83,108.76,107.07,108.36,42364328,AAPL
2016-09-06,107.9,108.3,107.51,107.7,26880391,AAPL
2016-09-02,107.7,108,106.82,107.73,26334858,AAPL
2016-09-01,106.14,106.8,105.62,106.73,26701523,AAPL
2016-08-31,105.66,106.57,105.64,106.1,29662406,AAPL
2016-08-30,105.8,106.5,105.5,106,24863945,AAPL
2016-08-29,106.62,107.44,106.29,106.82,24970300,AAPL
2016-08-26,107.41,107.95,106.31,106.94,27766291,AAPL
2016-08-25,107.39,107.88,106.68,107.57,25086248,AAPL
2016-08-24,108.56,108.75,107.68,108.03,23675081,AAPL
2016-08-23,108.59,109.32,108.53,108.85,21257669,AAPL
2016-08-22,108.86,109.1,107.85,108.51,25820230,AAPL
2016-08-19,108.77,109.69,108.36,109.36,25368072,AAPL
2016-08-18,109.23,109.6,109.02,109.08,21984703,AAPL
2016-08-17,109.1,109.37,108.34,109.22,25355976,AAPL
2016-08-16,109.63,110.23,109.21,109.38,33794448,AAPL
2016-08-15,108.14,109.54,108.08,109.48,25868209,AAPL
2016-08-12,107.78,108.44,107.78,108.18,18660434,AAPL
2016-08-11,108.52,108.93,107.85,107.93,27484506,AAPL
2016-08-10,108.71,108.9,107.76,108,24008505,AAPL
2016-08-09,108.23,108.94,108.01,108.81,26315204,AAPL
2016-08-08,107.52,108.37,107.16,108.37,28037220,AAPL
2016-08-05,106.27,107.65,106.18,107.48,40553402,AAPL
2016-08-04,105.58,106,105.28,105.87,27408650,AAPL
2016-08-03,104.81,105.84,104.77,105.79,30202641,AAPL
2016-08-02,106.05,106.07,104,104.48,33816556,AAPL
2016-08-01,104.41,106.15,104.41,106.05,38167871,AAPL
2016-07-29,104.19,104.55,103.68,104.21,27733688,AAPL
2016-07-28,102.83,104.45,102.82,104.34,39869839,AAPL
2016-07-27,104.26,104.35,102.75,102.95,92344820,AAPL
2016-07-26,96.82,97.97,96.42,96.67,56239822,AAPL
2016-07-25,98.25,98.84,96.92,97.34,40382921,AAPL
2016-07-22,99.26,99.3,98.31,98.66,28313669,AAPL
2016-07-21,99.83,101,99.13,99.43,32702028,AAPL
2016-07-20,100,100.46,99.74,99.96,26275968,AAPL
2016-07-19,99.56,100,99.34,99.87,23779924,AAPL
2016-07-18,98.7,100.13,98.6,99.83,36493867,AAPL
2016-07-15,98.92,99.3,98.5,98.78,30136990,AAPL
2016-07-14,97.39,98.99,97.32,98.79,38918997,AAPL
2016-07-13,97.41,97.67,96.84,96.87,25892171,AAPL
2016-07-12,97.17,97.7,97.12,97.42,24167463,AAPL
2016-07-11,96.75,97.65,96.73,96.98,23794945,AAPL
2016-07-08,96.49,96.89,96.05,96.68,28912103,AAPL
2016-07-07,95.7,96.5,95.62,95.94,25139558,AAPL
2016-07-06,94.6,95.66,94.37,95.53,30949090,AAPL
2016-07-05,95.39,95.4,94.46,94.99,27705210,AAPL
2016-07-01,95.49,96.46,95.33,95.89,26026540,AAPL
2016-06-30,94.44,95.77,94.3,95.6,35836356,AAPL
2016-06-29,93.97,94.55,93.63,94.4,36531006,AAPL
2016-06-28,92.9,93.66,92.14,93.59,40444914,AAPL
2016-06-27,93,93.05,91.5,92.04,46622188,AAPL
2016-06-24,92.91,94.66,92.65,93.4,75311356,AAPL
2016-06-23,95.94,96.29,95.25,96.1,32240187,AAPL
2016-06-22,96.25,96.89,95.35,95.55,29219122,AAPL
2016-06-21,94.94,96.35,94.68,95.91,35546358,AAPL
2016-06-20,96,96.57,95.03,95.1,34411901,AAPL
2016-06-17,96.62,96.65,95.3,95.33,61008219,AAPL
2016-06-16,96.45,97.75,96.07,97.55,31326815,AAPL
2016-06-15,97.82,98.41,97.03,97.14,29445227,AAPL
2016-06-14,97.32,98.48,96.75,97.46,31931944,AAPL
2016-06-13,98.69,99.12,97.1,97.34,38020494,AAPL
2016-06-10,98.53,99.35,98.48,98.83,31712936,AAPL
2016-06-09,98.5,99.99,98.46,99.65,26601354,AAPL
2016-06-08,99.02,99.56,98.68,98.94,20848131,AAPL
2016-06-07,99.25,99.87,98.96,99.03,22409450,AAPL
2016-06-06,97.99,101.89,97.55,98.63,23292504,AAPL
2016-06-03,97.79,98.27,97.45,97.92,28504888,AAPL
2016-06-02,97.6,97.84,96.63,97.72,40191600,AAPL
2016-06-01,99.02,99.54,98.33,98.46,29173285,AAPL
2016-05-31,99.6,100.4,98.82,99.86,42307212,AAPL
2016-05-27,99.44,100.47,99.24,100.35,36229530,AAPL
2016-05-26,99.68,100.73,98.64,100.41,56093437,AAPL
2016-05-25,98.67,99.74,98.11,99.62,38168760,AAPL
2016-05-24,97.22,98.09,96.84,97.9,35036561,AAPL
2016-05-23,95.87,97.19,95.67,96.43,37860535,AAPL
2016-05-20,94.64,95.43,94.52,95.22,31804564,AAPL
2016-05-19,94.64,94.64,93.57,94.2,29693945,AAPL
2016-05-18,94.16,95.21,93.89,94.56,41923114,AAPL
2016-05-17,94.55,94.7,93.01,93.49,46507449,AAPL
2016-05-16,92.39,94.39,91.65,93.88,61140610,AAPL
2016-05-13,90,91.67,90,90.52,44188153,AAPL
2016-05-12,92.72,92.78,89.47,90.34,76109795,AAPL
2016-05-11,93.48,93.57,92.46,92.51,28539912,AAPL
2016-05-10,93.33,93.57,92.11,93.42,33592465,AAPL
2016-05-09,93,93.77,92.59,92.79,32855251,AAPL
2016-05-06,93.37,93.45,91.85,92.72,43458189,AAPL
2016-05-05,94,94.07,92.68,93.24,35763138,AAPL
2016-05-04,95.2,95.9,93.82,94.19,40824776,AAPL
2016-05-03,94.2,95.74,93.68,95.18,56533960,AAPL
2016-05-02,93.96,94.08,92.4,93.64,47736879,AAPL
2016-04-29,93.99,94.72,92.51,93.74,68334434,AAPL
2016-04-28,97.61,97.88,94.25,94.83,81990674,AAPL
2016-04-27,96,98.71,95.68,97.82,113538389,AAPL
2016-04-26,103.91,105.3,103.91,104.35,40338403,AAPL
2016-04-25,105,105.65,104.51,105.08,27950966,AAPL
2016-04-22,105.01,106.48,104.62,105.68,33477142,AAPL
2016-04-21,106.93,106.93,105.52,105.97,31356434,AAPL
2016-04-20,106.64,108.09,106.06,107.13,28666865,AAPL
2016-04-19,107.88,108,106.23,106.91,32292344,AAPL
2016-04-18,108.89,108.95,106.94,107.48,60834027,AAPL
2016-04-15,112.11,112.3,109.73,109.85,46418482,AAPL
2016-04-14,111.62,112.39,111.33,112.1,25337435,AAPL
2016-04-13,110.8,112.34,110.8,112.04,32691799,AAPL
2016-04-12,109.34,110.5,108.66,110.44,26812000,AAPL
2016-04-11,108.97,110.61,108.83,109.02,28313525,AAPL
2016-04-08,108.91,109.77,108.17,108.66,23514462,AAPL
2016-04-07,109.95,110.42,108.12,108.54,30881022,AAPL
2016-04-06,110.23,110.98,109.2,110.96,26047772,AAPL
2016-04-05,109.51,110.73,109.42,109.81,26495312,AAPL
2016-04-04,110.42,112.19,110.27,111.12,37243224,AAPL
2016-04-01,108.78,110,108.2,109.99,25626163,AAPL
2016-03-31,109.72,109.9,108.88,108.99,25685672,AAPL
2016-03-30,108.65,110.42,108.6,109.56,45159861,AAPL
2016-03-29,104.89,107.79,104.88,107.68,30774115,AAPL
2016-03-28,106,106.19,105.06,105.19,19303557,AAPL
2016-03-24,105.47,106.25,104.89,105.67,25480914,AAPL
2016-03-23,106.48,107.07,105.9,106.13,25452612,AAPL
2016-03-22,105.25,107.29,105.21,106.72,32232567,AAPL
2016-03-21,105.93,107.65,105.14,105.91,35180796,AAPL
2016-03-18,106.34,106.5,105.19,105.92,43402289,AAPL
2016-03-17,105.52,106.47,104.96,105.8,34244593,AAPL
2016-03-16,104.61,106.31,104.59,105.97,37893758,AAPL
2016-03-15,103.96,105.18,103.85,104.58,40067734,AAPL
2016-03-14,101.91,102.91,101.78,102.52,25027426,AAPL
2016-03-11,102.24,102.28,101.5,102.26,27200833,AAPL
2016-03-10,101.41,102.24,100.15,101.17,33513577,AAPL
2016-03-09,101.31,101.58,100.27,101.12,27130729,AAPL
2016-03-08,100.78,101.76,100.4,101.03,31274161,AAPL
2016-03-07,102.39,102.83,100.96,101.87,35828909,AAPL
2016-03-04,102.37,103.75,101.37,103.01,45936485,AAPL
2016-03-03,100.58,101.71,100.45,101.5,36792245,AAPL
2016-03-02,100.51,100.89,99.64,100.75,33084941,AAPL
2016-03-01,97.65,100.77,97.42,100.53,50153943,AAPL
2016-02-29,96.86,98.23,96.65,96.69,34876558,AAPL
2016-02-26,97.2,98.02,96.58,96.91,28913208,AAPL
2016-02-25,96.05,96.76,95.25,96.76,27393905,AAPL
2016-02-24,93.98,96.38,93.32,96.1,36155642,AAPL
2016-02-23,96.4,96.5,94.55,94.69,31686699,AAPL
2016-02-22,96.31,96.9,95.92,96.88,34048195,AAPL
2016-02-19,96,96.76,95.8,96.04,34485576,AAPL
2016-02-18,98.84,98.89,96.09,96.26,38494442,AAPL
2016-02-17,96.67,98.21,96.15,98.12,44390173,AAPL
2016-02-16,95.02,96.85,94.61,96.64,47490678,AAPL
2016-02-12,94.19,94.5,93.01,93.99,40121670,AAPL
2016-02-11,93.79,94.72,92.59,93.7,49686210,AAPL
2016-02-10,95.92,96.35,94.1,94.27,42244975,AAPL
2016-02-09,94.29,95.94,93.93,94.99,44262912,AAPL
2016-02-08,93.13,95.7,93.04,95.01,53852284,AAPL
2016-02-05,96.52,96.92,93.69,94.02,45853883,AAPL
2016-02-04,95.86,97.33,95.19,96.6,46263907,AAPL
2016-02-03,95,96.84,94.08,96.35,45366710,AAPL
2016-02-02,95.42,96.04,94.28,94.48,37081206,AAPL
2016-02-01,96.47,96.71,95.4,96.43,40571593,AAPL
2016-01-29,94.79,97.34,94.35,97.34,64010141,AAPL
2016-01-28,93.79,94.52,92.39,94.09,55557109,AAPL
2016-01-27,96.04,96.63,93.34,93.42,132224500,AAPL
2016-01-26,99.93,100.88,98.07,99.99,63538305,AAPL
2016-01-25,101.52,101.53,99.21,99.44,51196375,AAPL
2016-01-22,98.63,101.46,98.37,101.42,65562769,AAPL
2016-01-21,97.06,97.88,94.94,96.3,52054521,AAPL
2016-01-20,95.1,98.19,93.42,96.79,72008265,AAPL
2016-01-19,98.41,98.65,95.5,96.66,52841349,AAPL
2016-01-15,96.2,97.71,95.36,97.13,79010008,AAPL
2016-01-14,97.96,100.48,95.74,99.52,62424154,AAPL
2016-01-13,100.32,101.19,97.3,97.39,61745031,AAPL
2016-01-12,100.55,100.69,98.84,99.96,49154227,AAPL
2016-01-11,98.97,99.06,97.34,98.53,49739377,AAPL
2016-01-08,98.55,99.11,96.76,96.96,70798016,AAPL
2016-01-07,98.68,100.13,96.43,96.45,81094428,AAPL
2016-01-06,100.56,102.37,99.87,100.7,68457388,AAPL
2016-01-05,105.75,105.85,102.41,102.71,55790992,AAPL
2016-01-04,102.61,105.37,102,105.35,67281190,AAPL
2015-12-31,107.01,107.03,104.82,105.26,40912316,AAPL
2015-12-30,108.58,108.7,107.18,107.32,25213777,AAPL
2015-12-29,106.96,109.43,106.86,108.74,30931243,AAPL
2015-12-28,107.59,107.69,106.18,106.82,26704210,AAPL
2015-12-24,109,109,107.95,108.03,13596680,AAPL
2015-12-23,107.27,108.85,107.2,108.61,32657354,AAPL
2015-12-22,107.4,107.72,106.45,107.23,32789367,AAPL
2015-12-21,107.28,107.37,105.57,107.33,47590610,AAPL
2015-12-18,108.91,109.52,105.81,106.03,96453327,AAPL
2015-12-17,112.02,112.25,108.98,108.98,44772827,AAPL
2015-12-16,111.07,111.99,108.8,111.34,56238467,AAPL
2015-12-15,111.94,112.8,110.35,110.49,53323105,AAPL
2015-12-14,112.18,112.68,109.79,112.48,64318732,AAPL
2015-12-11,115.19,115.39,112.85,113.18,46886161,AAPL
2015-12-10,116.04,116.94,115.51,116.17,29212727,AAPL
2015-12-09,115.3,117.69,115.08,115.62,46361357,AAPL
2015-12-08,117.52,118.6,116.86,118.23,34309450,AAPL
2015-12-07,118.32,119.86,117.81,118.28,32084249,AAPL
2015-12-04,115.29,119.25,115.11,119.03,57776977,AAPL
2015-12-03,115.24,116.79,114.22,115.2,41569509,AAPL
2015-12-02,117.34,118.11,116.08,116.28,33198964,AAPL
2015-12-01,118.75,118.81,116.86,117.34,34700991,AAPL
2015-11-30,117.99,119.41,117.75,118.3,37658671,AAPL
2015-11-27,118.29,118.41,117.6,117.81,13043720,AAPL
2015-11-25,119.21,119.23,117.92,118.03,21388308,AAPL
2015-11-24,117.33,119.35,117.12,118.88,42426855,AAPL
2015-11-23,119.27,119.73,117.34,117.75,32266736,AAPL
2015-11-20,119.2,119.92,118.85,119.3,34103529,AAPL
2015-11-19,117.64,119.75,116.76,118.78,42908179,AAPL
2015-11-18,115.76,117.49,115.5,117.29,46163404,AAPL
2015-11-17,114.92,115.05,113.32,113.69,27253964,AAPL
2015-11-16,111.38,114.24,111,114.18,37651022,AAPL
2015-11-13,115.2,115.57,112.27,112.34,45164053,AAPL
2015-11-12,116.26,116.82,115.65,115.72,32262598,AAPL
2015-11-11,116.37,117.42,115.21,116.11,45104903,AAPL
2015-11-10,116.9,118.07,116.06,116.77,58635125,AAPL
2015-11-09,120.96,121.81,120.05,120.57,33657546,AAPL
2016-11-02,778.2,781.65,763.45,768.7,1918414,GOOG
2016-11-01,782.89,789.49,775.54,783.61,2406356,GOOG
2016-10-31,795.47,796.86,784,784.54,2427284,GOOG
2016-10-28,808.35,815.49,793.59,795.37,4269902,GOOG
2016-10-27,801,803.49,791.5,795.35,2749221,GOOG
2016-10-26,806.34,806.98,796.32,799.07,1647733,GOOG
2016-10-25,816.68,816.68,805.14,807.67,1576404,GOOG
2016-10-24,804.9,815.18,804.82,813.11,1697514,GOOG
2016-10-21,795,799.5,794,799.37,1266181,GOOG
2016-10-20,803.3,803.97,796.03,796.97,1757528,GOOG
2016-10-19,798.86,804.63,797.64,801.56,1766798,GOOG
2016-10-18,787.85,801.61,785.56,795.26,2056903,GOOG
2016-10-17,779.8,785.85,777.5,779.96,1092973,GOOG
2016-10-14,781.65,783.95,776,778.53,852487,GOOG
2016-10-13,781.22,781.22,773,778.19,1365277,GOOG
2016-10-12,783.76,788.13,782.06,786.14,937435,GOOG
2016-10-11,786.66,792.28,780.58,783.07,1372461,GOOG
2016-10-10,777.71,789.38,775.87,785.94,1174923,GOOG
2016-10-07,779.66,779.66,770.75,775.08,933158,GOOG
2016-10-06,779,780.48,775.54,776.86,1070692,GOOG
2016-10-05,779.31,782.07,775.65,776.47,1461151,GOOG
2016-10-04,776.03,778.71,772.89,776.43,1201350,GOOG
2016-10-03,774.25,776.06,769.5,772.56,1278821,GOOG
2016-09-30,776.33,780.94,774.09,777.29,1585333,GOOG
2016-09-29,781.44,785.8,774.23,775.01,1314746,GOOG
2016-09-28,777.85,781.81,774.97,781.56,1109834,GOOG
2016-09-27,775.5,785.99,774.31,783.01,1153247,GOOG
2016-09-26,782.74,782.74,773.07,774.21,1533206,GOOG
2016-09-23,786.59,788.93,784.15,786.9,1411937,GOOG
2016-09-22,780,789.85,778.44,787.21,1486223,GOOG
2016-09-21,772.66,777.16,768.3,776.22,1167810,GOOG
2016-09-20,769,773.33,768.53,771.41,978631,GOOG
2016-09-19,772.42,774,764.44,765.7,1172824,GOOG
2016-09-16,769.75,769.75,764.66,768.88,2049338,GOOG
2016-09-15,762.89,773.8,759.96,771.76,1346751,GOOG
2016-09-14,759.61,767.68,759.11,762.49,1094490,GOOG
2016-09-13,764.48,766.22,755.8,759.69,1395046,GOOG
2016-09-12,755.13,770.29,754,769.02,1310986,GOOG
2016-09-09,770.1,773.24,759.66,759.66,1885496,GOOG
2016-09-08,778.59,780.35,773.58,775.32,1270264,GOOG
2016-09-07,780,782.73,776.2,780.35,894021,GOOG
2016-09-06,773.45,782,771,780.08,1442822,GOOG
2016-09-02,773.01,773.92,768.41,771.46,1072658,GOOG
2016-09-01,769.25,771.02,764.3,768.78,925131,GOOG
2016-08-31,767.01,769.09,765.38,767.05,1248556,GOOG
2016-08-30,769.33,774.47,766.84,769.09,1130029,GOOG
2016-08-29,768.74,774.99,766.62,772.15,847565,GOOG
2016-08-26,769,776.08,765.85,769.54,1166681,GOOG
2016-08-25,767,771.89,763.18,769.41,926883,GOOG
2016-08-24,770.58,774.5,767.07,769.64,1071999,GOOG
2016-08-23,775.48,776.44,771.78,772.08,928232,GOOG
2016-08-22,773.27,774.54,770.05,772.15,951362,GOOG
2016-08-19,775,777.1,773.13,775.42,861546,GOOG
2016-08-18,780.01,782.86,777,777.5,719429,GOOG
2016-08-17,777.32,780.81,773.53,779.91,924226,GOOG
2016-08-16,780.3,780.98,773.44,777.14,1028047,GOOG
2016-08-15,783.75,787.49,780.11,782.44,938186,GOOG
2016-08-12,781.5,783.4,780.4,783.22,740498,GOOG
2016-08-11,785,789.75,782.97,784.85,975113,GOOG
2016-08-10,783.75,786.81,782.78,784.68,786363,GOOG
2016-08-09,781.1,788.94,780.57,784.26,1318894,GOOG
2016-08-08,782,782.63,778.09,781.76,1107857,GOOG
2016-08-05,773.78,783.04,772.34,782.22,1801205,GOOG
2016-08-04,772.22,774.07,768.8,771.61,1140254,GOOG
2016-08-03,767.18,773.21,766.82,773.18,1287421,GOOG
2016-08-02,768.69,775.84,767.85,771.07,1784525,GOOG
2016-08-01,761.09,780.43,761.09,772.88,2700470,GOOG
2016-07-29,772.71,778.55,766.77,768.79,3841482,GOOG
2016-07-28,747.04,748.65,739.3,745.91,3530169,GOOG
2016-07-27,738.28,744.46,737,741.77,1512517,GOOG
2016-07-26,739.04,741.69,734.27,738.42,1186738,GOOG
2016-07-25,740.67,742.61,737.5,739.77,1032432,GOOG
2016-07-22,741.86,743.24,736.56,742.74,1259823,GOOG
2016-07-21,740.36,741.69,735.83,738.63,1026306,GOOG
2016-07-20,737.33,742.13,737.1,741.19,1289671,GOOG
2016-07-19,729.89,736.99,729,736.96,1227486,GOOG
2016-07-18,722.71,736.13,721.19,733.78,1295476,GOOG
2016-07-15,725.73,725.74,719.06,719.85,1279339,GOOG
2016-07-14,721.58,722.21,718.03,720.95,950193,GOOG
2016-07-13,723.62,724,716.85,716.98,935876,GOOG
2016-07-12,719.12,722.94,715.91,720.64,1336921,GOOG
2016-07-11,708.05,716.51,707.24,715.09,1111762,GOOG
2016-07-08,699.5,705.71,696.44,705.63,1575166,GOOG
2016-07-07,698.08,698.2,688.22,695.36,1304200,GOOG
2016-07-06,689.98,701.68,689.09,697.77,1411925,GOOG
2016-07-05,696.06,696.94,688.88,694.49,1462616,GOOG
2016-07-01,692.2,700.65,692.13,699.21,1344710,GOOG
2016-06-30,685.47,692.32,683.65,692.1,1597714,GOOG
2016-06-29,683,687.43,681.41,684.11,1932561,GOOG
2016-06-28,678.97,680.33,673,680.04,2173762,GOOG
2016-06-27,671,672.3,663.28,668.26,2641085,GOOG
2016-06-24,675.17,689.4,673.45,675.22,4449022,GOOG
2016-06-23,697.45,701.95,687,701.87,2171415,GOOG
2016-06-22,699.06,700.86,693.08,697.46,1184318,GOOG
2016-06-21,698.4,702.77,692.01,695.94,1465634,GOOG
2016-06-20,698.77,702.48,693.41,693.71,2082538,GOOG
2016-06-17,708.65,708.82,688.45,691.72,3402357,GOOG
2016-06-16,714.91,716.65,703.26,710.36,1982471,GOOG
2016-06-15,719,722.98,717.31,718.92,1214517,GOOG
2016-06-14,716.48,722.47,713.12,718.27,1306065,GOOG
2016-06-13,716.51,725.44,716.51,718.36,1258930,GOOG
2016-06-10,719.47,725.89,716.43,719.41,1216443,GOOG
2016-06-09,722.87,729.54,722.34,728.58,988914,GOOG
2016-06-08,723.96,728.57,720.58,728.28,1583701,GOOG
2016-06-07,719.84,721.98,716.55,716.65,1336754,GOOG
2016-06-06,724.91,724.91,714.61,716.55,1566059,GOOG
2016-06-03,729.27,729.49,720.56,722.34,1226253,GOOG
2016-06-02,732.5,733.02,724.17,730.4,1341807,GOOG
2016-06-01,734.53,737.21,730.66,734.15,1253593,GOOG
2016-05-31,731.74,739.73,731.26,735.72,2129545,GOOG
2016-05-27,724.01,733.94,724,732.66,1974026,GOOG
2016-05-26,722.87,728.33,720.28,724.12,1542866,GOOG
2016-05-25,720.76,727.51,719.7,725.27,1629198,GOOG
2016-05-24,706.86,720.97,706.86,720.09,1920411,GOOG
2016-05-23,706.53,711.48,704.18,704.24,1320927,GOOG
2016-05-20,701.62,714.58,700.52,709.74,1816027,GOOG
2016-05-19,702.36,706,696.8,700.32,1656321,GOOG
2016-05-18,703.67,711.6,700.63,706.63,1763394,GOOG
2016-05-17,715.99,721.52,704.11,706.23,1999456,GOOG
2016-05-16,709.13,718.48,705.65,716.49,1316177,GOOG
2016-05-13,711.93,716.66,709.26,710.83,1307338,GOOG
2016-05-12,717.06,719.25,709,713.31,1360732,GOOG
2016-05-11,723.41,724.48,712.8,715.29,1686823,GOOG
2016-05-10,716.75,723.5,715.72,723.18,1563105,GOOG
2016-05-09,712,718.71,710,712.9,1508423,GOOG
2016-05-06,698.38,711.86,698.11,711.12,1826146,GOOG
2016-05-05,697.7,702.32,695.72,701.43,1677405,GOOG
2016-05-04,690.49,699.75,689.01,695.7,1688569,GOOG
2016-05-03,696.87,697.84,692,692.36,1530993,GOOG
2016-05-02,697.63,700.64,691,698.21,1644126,GOOG
2016-04-29,690.7,697.62,689,693.01,2484273,GOOG
2016-04-28,708.26,714.17,689.55,691.02,2851108,GOOG
2016-04-27,707.29,708.98,692.37,705.84,3086722,GOOG
2016-04-26,725.42,725.77,703.03,708.14,2727185,GOOG
2016-04-25,716.1,723.93,715.59,723.15,1955567,GOOG
2016-04-22,726.3,736.12,713.61,718.77,5939199,GOOG
2016-04-21,755.38,760.45,749.55,759.14,2743620,GOOG
2016-04-20,758,758.13,750.01,752.67,1525591,GOOG
2016-04-19,769.51,769.9,749.33,753.93,2027642,GOOG
2016-04-18,760.46,768.05,757.3,766.61,1555953,GOOG
2016-04-15,753.98,761,752.69,759,1800413,GOOG
2016-04-14,754.01,757.31,752.7,753.2,1130971,GOOG
2016-04-13,749.16,754.38,744.26,751.72,1707095,GOOG
2016-04-12,738,743.83,731.01,743.09,1349734,GOOG
2016-04-11,743.02,745,736.05,736.1,1211762,GOOG
2016-04-08,743.97,745.45,735.55,739.15,1285755,GOOG
2016-04-07,745.37,747,736.28,740.28,1429504,GOOG
2016-04-06,735.77,746.24,735.56,745.69,1050193,GOOG
2016-04-05,738,742.8,735.37,737.8,1129829,GOOG
2016-04-04,750.06,752.8,742.43,745.29,1131843,GOOG
2016-04-01,738.6,750.34,737,749.91,1574870,GOOG
2016-03-31,749.25,750.85,740.94,744.95,1712375,GOOG
2016-03-30,750.1,757.88,748.74,750.53,1780998,GOOG
2016-03-29,734.59,747.25,728.76,744.77,1902128,GOOG
2016-03-28,736.79,738.99,732.5,733.53,1299812,GOOG
2016-03-24,732.01,737.75,731,735.3,1564782,GOOG
2016-03-23,742.36,745.72,736.15,738.06,1421861,GOOG
2016-03-22,737.46,745,737.46,740.75,1264396,GOOG
